kind	name	threshold	rc	wall_s	inadequate	spec_failures	max_osr	compile_count	compiles	jits	sites	retry_after	retry_before	reopt	phase_ms	dfg_compile_ms	ftl_compile_ms	total_compile_ms	stub_bytes_sum	unknown_option	repro	log
sweep	J	0	0	0.0119	1	1	0	0		{}	f@5/InadequateCoverage=1	1	0	1	0.379	0.664	0.0	0.902	544	0	name=J-32x6 sum=3168 warmup_ms=2.090 phase_ms=0.379 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 hits=6 sites=32	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-J-t0.log
sweep	J	1	0	0.0126	2	2	1	0		{}	f@5/InadequateCoverage=2	1	0	1	0.474	0.69	0.0	0.926	544	0	name=J-32x6 sum=3168 warmup_ms=2.173 phase_ms=0.474 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 hits=6 sites=32	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-J-t1.log
sweep	J	2	0	0.0121	3	3	2	0		{}	f@5/InadequateCoverage=3	1	0	1	0.563	0.64	0.0	0.869	544	0	name=J-32x6 sum=3168 warmup_ms=2.160 phase_ms=0.563 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 hits=6 sites=32	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-J-t2.log
sweep	J	3	0	0.0118	4	4	3	0		{}	f@5/InadequateCoverage=4	1	0	1	0.647	0.616	0.0	0.846	544	0	name=J-32x6 sum=3168 warmup_ms=2.070 phase_ms=0.647 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 hits=6 sites=32	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-J-t3.log
sweep	J	5	0	0.0117	6	6	5	0		{}	f@5/InadequateCoverage=6	1	0	1	0.834	0.609	0.0	0.836	544	0	name=J-32x6 sum=3168 warmup_ms=1.902 phase_ms=0.834 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 hits=6 sites=32	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-J-t5.log
sweep	J	10	0	0.0315	192	192	191	0		{}	f@5/InadequateCoverage=6|f@23/InadequateCoverage=6|f@41/InadequateCoverage=6|f@59/InadequateCoverage=6|f@77/InadequateCoverage=6|f@95/InadequateCoverage=6|f@113/InadequateCoverage=6|f@131/InadequateCoverage=6|f@149/InadequateCoverage=6|f@167/InadequateCoverage=6|f@185/InadequateCoverage=6|f@203/InadequateCoverage=6	0	0	0	20.228	0.633	0.0	0.876	17408	0	name=J-32x6 sum=3168 warmup_ms=2.041 phase_ms=20.228 dfg_before=1 dfg_after=1 retry_before=0 retry_after=0 reopt=0 hits=6 sites=32	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-J-t10.log
sweep	K	0	0	0.0137	2	2	0	0		{}	f@77/InadequateCoverage=1|@625/InadequateCoverage=1	1	0	1	2.885	1.816	0.0	2.041	1568	0	name=K-zipf sum=37855 warmup_ms=1.760 phase_ms=2.885 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-K-t0.log
sweep	K	1	0	0.0139	6	6	4	0		{}	f@77/InadequateCoverage=1|f@5/InadequateCoverage=2|f@167/InadequateCoverage=1|f@41/InadequateCoverage=1|@625/InadequateCoverage=1	1	0	1	3.305	1.721	0.0	1.936	3200	0	name=K-zipf sum=37855 warmup_ms=1.711 phase_ms=3.305 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-K-t1.log
sweep	K	2	0	0.0151	11	11	9	0		{}	f@77/InadequateCoverage=1|f@5/InadequateCoverage=3|f@167/InadequateCoverage=1|f@41/InadequateCoverage=1|f@95/InadequateCoverage=1|f@23/InadequateCoverage=1|f@239/InadequateCoverage=1|f@59/InadequateCoverage=1|@625/InadequateCoverage=1	1	0	1	4.185	1.744	0.0	1.959	5376	0	name=K-zipf sum=37855 warmup_ms=1.765 phase_ms=4.185 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-K-t2.log
sweep	K	3	0	0.0153	14	14	12	0		{}	f@77/InadequateCoverage=1|f@5/InadequateCoverage=4|f@167/InadequateCoverage=1|f@41/InadequateCoverage=1|f@95/InadequateCoverage=1|f@23/InadequateCoverage=2|f@239/InadequateCoverage=1|f@59/InadequateCoverage=1|f@131/InadequateCoverage=1|@625/InadequateCoverage=1	1	0	1	4.403	1.792	0.0	2.006	5920	0	name=K-zipf sum=37855 warmup_ms=1.642 phase_ms=4.403 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-K-t3.log
sweep	K	5	0	0.0159	19	19	17	0		{}	f@77/InadequateCoverage=2|f@5/InadequateCoverage=6|f@167/InadequateCoverage=1|f@41/InadequateCoverage=2|f@95/InadequateCoverage=1|f@23/InadequateCoverage=2|f@239/InadequateCoverage=1|f@59/InadequateCoverage=1|f@131/InadequateCoverage=1|f@185/InadequateCoverage=1|@625/InadequateCoverage=1	1	0	1	5.460	1.759	0.0	1.981	6464	0	name=K-zipf sum=37855 warmup_ms=1.703 phase_ms=5.460 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-K-t5.log
sweep	K	10	0	0.0181	37	37	35	0		{}	f@77/InadequateCoverage=3|f@5/InadequateCoverage=11|f@167/InadequateCoverage=1|f@41/InadequateCoverage=4|f@95/InadequateCoverage=2|f@23/InadequateCoverage=5|f@239/InadequateCoverage=1|f@59/InadequateCoverage=2|f@131/InadequateCoverage=2|f@185/InadequateCoverage=1|f@113/InadequateCoverage=1|f@257/InadequateCoverage=1	1	0	1	7.291	1.724	0.0	1.94	8640	0	name=K-zipf sum=37855 warmup_ms=1.761 phase_ms=7.291 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-K-t10.log
sweep	L	0	0	0.0112	1	1	0	0		{}	f@5/InadequateCoverage=1	1	0	1	0.337	0.353	0.0	0.553	640	0	name=L-briefly-hot-then-gone sum=720 warmup_ms=1.680 phase_ms=0.337 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 burst=20 sites=8	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-L-t0.log
sweep	L	1	0	0.0113	2	2	1	0		{}	f@5/InadequateCoverage=2	1	0	1	0.429	0.344	0.0	0.549	640	0	name=L-briefly-hot-then-gone sum=720 warmup_ms=1.625 phase_ms=0.429 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 burst=20 sites=8	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-L-t1.log
sweep	L	2	0	0.0113	3	3	2	0		{}	f@5/InadequateCoverage=3	1	0	1	0.561	0.329	0.0	0.532	640	0	name=L-briefly-hot-then-gone sum=720 warmup_ms=1.693 phase_ms=0.561 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 burst=20 sites=8	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-L-t2.log
sweep	L	3	0	0.0115	4	4	3	0		{}	f@5/InadequateCoverage=4	1	0	1	0.616	0.35	0.0	0.56	640	0	name=L-briefly-hot-then-gone sum=720 warmup_ms=1.596 phase_ms=0.616 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 burst=20 sites=8	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-L-t3.log
sweep	L	5	0	0.0118	6	6	5	0		{}	f@5/InadequateCoverage=6	1	0	1	0.902	0.354	0.0	0.56	640	0	name=L-briefly-hot-then-gone sum=720 warmup_ms=1.723 phase_ms=0.902 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 burst=20 sites=8	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-L-t5.log
sweep	L	10	0	0.0117	11	11	10	0		{}	f@5/InadequateCoverage=11	1	0	1	1.171	0.331	0.0	0.547	640	0	name=L-briefly-hot-then-gone sum=720 warmup_ms=1.323 phase_ms=1.171 dfg_before=1 dfg_after=1 retry_before=0 retry_after=1 reopt=1 burst=20 sites=8	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-L-t10.log
sweep	M	0	0	0.0156	5	5	0	0		{}	f@5/InadequateCoverage=1|f@23/InadequateCoverage=1|f@41/InadequateCoverage=1|f@59/InadequateCoverage=1|@580/InadequateCoverage=1	4	0	1	5.516	1.875	0.0	2.075	3024	0	name=M-successive-durable-phases sum=80000 warmup_ms=1.315 phase_ms=5.516 dfg_before=1 dfg_after=5 retry_before=0 retry_after=4 reopt=1 phases=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-M-t0.log
sweep	M	1	0	0.0171	20	20	8	0		{}	f@5/InadequateCoverage=2|f@23/InadequateCoverage=3|f@41/InadequateCoverage=5|f@59/InadequateCoverage=9|@580/InadequateCoverage=1	4	0	1	6.469	1.853	0.0	2.052	3024	0	name=M-successive-durable-phases sum=80000 warmup_ms=1.374 phase_ms=6.469 dfg_before=1 dfg_after=5 retry_before=0 retry_after=4 reopt=1 phases=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-M-t1.log
sweep	M	2	0	0.0184	35	35	16	0		{}	f@5/InadequateCoverage=3|f@23/InadequateCoverage=5|f@41/InadequateCoverage=9|f@59/InadequateCoverage=17|@580/InadequateCoverage=1	4	0	1	8.102	1.908	0.0	2.093	3024	0	name=M-successive-durable-phases sum=80000 warmup_ms=1.147 phase_ms=8.102 dfg_before=1 dfg_after=5 retry_before=0 retry_after=4 reopt=1 phases=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-M-t2.log
sweep	M	3	0	0.0201	50	50	24	0		{}	f@5/InadequateCoverage=4|f@23/InadequateCoverage=7|f@41/InadequateCoverage=13|f@59/InadequateCoverage=25|@580/InadequateCoverage=1	4	0	1	9.370	1.924	0.0	2.123	3024	0	name=M-successive-durable-phases sum=80000 warmup_ms=1.195 phase_ms=9.370 dfg_before=1 dfg_after=5 retry_before=0 retry_after=4 reopt=1 phases=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-M-t3.log
sweep	M	5	0	0.0231	80	80	40	0		{}	f@5/InadequateCoverage=6|f@23/InadequateCoverage=11|f@41/InadequateCoverage=21|f@59/InadequateCoverage=41|@580/InadequateCoverage=1	4	0	1	12.770	1.925	0.0	2.123	3024	0	name=M-successive-durable-phases sum=80000 warmup_ms=1.306 phase_ms=12.770 dfg_before=1 dfg_after=5 retry_before=0 retry_after=4 reopt=1 phases=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-M-t5.log
sweep	M	10	0	0.0305	155	155	80	0		{}	f@5/InadequateCoverage=11|f@23/InadequateCoverage=21|f@41/InadequateCoverage=41|f@59/InadequateCoverage=81|@580/InadequateCoverage=1	4	0	1	20.250	1.898	0.0	2.086	3024	0	name=M-successive-durable-phases sum=80000 warmup_ms=1.240 phase_ms=20.250 dfg_before=1 dfg_after=5 retry_before=0 retry_after=4 reopt=1 phases=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-M-t10.log
sweep	N	0	0	0.0121	2	2	0	0		{}	f@5/InadequateCoverage=1|@483/InadequateCoverage=1	1	0	1	2.146	1.103	0.0	1.285	1568	0	name=N-short-AB-oscillation sum=12000 warmup_ms=1.036 phase_ms=2.146 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-N-t0.log
sweep	N	1	0	0.0128	4	4	2	0		{}	f@5/InadequateCoverage=2|f@23/InadequateCoverage=1|@483/InadequateCoverage=1	1	0	1	2.448	1.16	0.0	1.37	2112	0	name=N-short-AB-oscillation sum=12000 warmup_ms=1.400 phase_ms=2.448 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-N-t1.log
sweep	N	2	0	0.013	6	6	4	0		{}	f@5/InadequateCoverage=3|f@23/InadequateCoverage=2|@483/InadequateCoverage=1	1	0	1	2.579	1.093	0.0	1.278	2112	0	name=N-short-AB-oscillation sum=12000 warmup_ms=1.165 phase_ms=2.579 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-N-t2.log
sweep	N	3	0	0.0134	8	8	6	0		{}	f@5/InadequateCoverage=4|f@23/InadequateCoverage=3|@483/InadequateCoverage=1	1	0	1	2.875	1.171	0.0	1.355	2112	0	name=N-short-AB-oscillation sum=12000 warmup_ms=1.248 phase_ms=2.875 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-N-t3.log
sweep	N	5	0	0.0138	12	12	10	0		{}	f@5/InadequateCoverage=6|f@23/InadequateCoverage=5|@483/InadequateCoverage=1	1	0	1	3.176	1.18	0.0	1.37	2112	0	name=N-short-AB-oscillation sum=12000 warmup_ms=1.306 phase_ms=3.176 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-N-t5.log
sweep	N	10	0	0.014	22	22	20	0		{}	f@5/InadequateCoverage=11|f@23/InadequateCoverage=10|@483/InadequateCoverage=1	1	0	1	3.891	1.113	0.0	1.297	2112	0	name=N-short-AB-oscillation sum=12000 warmup_ms=1.189 phase_ms=3.891 dfg_before=1 dfg_after=2 retry_before=0 retry_after=1 reopt=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-N-t10.log
sweep	O	0	0	0.0134	3	3	0	0		{}	f@5/InadequateCoverage=1|f@23/InadequateCoverage=1|@602/InadequateCoverage=1	2	0	1	2.864	1.416	0.0	1.622	2112	0	name=O-long-AB-oscillation sum=24000 warmup_ms=1.175 phase_ms=2.864 dfg_before=1 dfg_after=3 retry_before=0 retry_after=2 reopt=1 block=2000 rounds=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-O-t0.log
sweep	O	1	0	0.0142	6	6	2	0		{}	f@5/InadequateCoverage=2|f@23/InadequateCoverage=3|@602/InadequateCoverage=1	2	0	1	3.230	1.505	0.0	1.706	2112	0	name=O-long-AB-oscillation sum=24000 warmup_ms=1.285 phase_ms=3.230 dfg_before=1 dfg_after=3 retry_before=0 retry_after=2 reopt=1 block=2000 rounds=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-O-t1.log
sweep	O	2	0	0.0147	9	9	4	0		{}	f@5/InadequateCoverage=3|f@23/InadequateCoverage=5|@602/InadequateCoverage=1	2	0	1	3.771	1.602	0.0	1.812	2112	0	name=O-long-AB-oscillation sum=24000 warmup_ms=1.207 phase_ms=3.771 dfg_before=1 dfg_after=3 retry_before=0 retry_after=2 reopt=1 block=2000 rounds=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-O-t2.log
sweep	O	3	0	0.0141	12	12	6	0		{}	f@5/InadequateCoverage=4|f@23/InadequateCoverage=7|@602/InadequateCoverage=1	2	0	1	3.728	1.423	0.0	1.612	2112	0	name=O-long-AB-oscillation sum=24000 warmup_ms=1.189 phase_ms=3.728 dfg_before=1 dfg_after=3 retry_before=0 retry_after=2 reopt=1 block=2000 rounds=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-O-t3.log
sweep	O	5	0	0.0143	18	18	10	0		{}	f@5/InadequateCoverage=6|f@23/InadequateCoverage=11|@602/InadequateCoverage=1	2	0	1	4.230	1.373	0.0	1.564	2112	0	name=O-long-AB-oscillation sum=24000 warmup_ms=1.039 phase_ms=4.230 dfg_before=1 dfg_after=3 retry_before=0 retry_after=2 reopt=1 block=2000 rounds=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-O-t5.log
sweep	O	10	0	0.0164	33	33	20	0		{}	f@5/InadequateCoverage=11|f@23/InadequateCoverage=21|@602/InadequateCoverage=1	2	0	1	6.010	1.414	0.0	1.614	2112	0	name=O-long-AB-oscillation sum=24000 warmup_ms=1.450 phase_ms=6.010 dfg_before=1 dfg_after=3 retry_before=0 retry_after=2 reopt=1 block=2000 rounds=4	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-O-t10.log
ftl-proof	ftl-proof	5	0	0.012	6	6	5	0		{}	score@55/InadequateCoverage=6								1168	0		/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-ftl-proof-t5.log
cost	many-cold-64	5	0	0.0231	64	64	63	0		{}	f@5/InadequateCoverage=1|f@23/InadequateCoverage=1|f@41/InadequateCoverage=1|f@59/InadequateCoverage=1|f@77/InadequateCoverage=1|f@95/InadequateCoverage=1|f@113/InadequateCoverage=1|f@131/InadequateCoverage=1|f@149/InadequateCoverage=1|f@167/InadequateCoverage=1|f@185/InadequateCoverage=1|f@203/InadequateCoverage=1					0.98	0.0	1.227	34816	0	name=many-cold-compile dfg=1 retry=0 sum=2080	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-many-cold-64-t5.log
coupling	dedicated5-fromloop100	dedicated5-fromloop100	0	0.0111	6	6	5	0		{}	f@4/InadequateCoverage=6	1	0	1		0.23	0.0	0.374	544	0	name=coupling-fromloop-vs-dedicated sum=40 retry_before=0 retry_after=1 reopt=1 dfg=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-dedicated5-fromloop100-tdedicated5-fromloop100.log
coupling	dedicated100-fromloop5	dedicated100-fromloop5	0	0.0145	40	40	39	0		{}	f@4/InadequateCoverage=40	0	0	0		0.232	0.0	0.38	544	0	name=coupling-fromloop-vs-dedicated sum=40 retry_before=0 retry_after=0 reopt=0 dfg=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-dedicated100-fromloop5-tdedicated100-fromloop5.log
coupling	dedicated5-fromloop5	dedicated5-fromloop5	0	0.0118	6	6	5	0		{}	f@4/InadequateCoverage=6	1	0	1		0.234	0.0	0.403	544	0	name=coupling-fromloop-vs-dedicated sum=40 retry_before=0 retry_after=1 reopt=1 dfg=1	/workspace/Tools/InadequateCoverageResearch/results/v2-candidate-3a999a1a-dedicated5-fromloop5-tdedicated5-fromloop5.log
